DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202311;2;AC;49944;BTG PACTUAL;4;38273,78
202311;2;AC;52072;C6 BANK;10;10428,80
202311;2;AC;51626;CAIXA ECONÔMICA FEDERAL;47;202513,31
202311;2;AC;51884;INTER;5;16991,23
202311;2;AC;10069;ITAU;17;160760,39
202311;2;AC;30379;SANTANDER;40;122042,22
202311;2;AC;51011;VOTORANTIM;3;48702,61
202311;2;AL;49906;BB;48;338086,66
202311;2;AL;17351180;BCO TRIANGULO S.A.;14;15405,90
202311;2;AL;10045;BRADESCO;30;156940,56
202311;2;AL;49944;BTG PACTUAL;3;36058,82
202311;2;AL;52072;C6 BANK;123;214986,06
202311;2;AL;51626;CAIXA ECONÔMICA FEDERAL;145;376880,48
202311;2;AL;51884;INTER;41;139855,61
202311;2;AL;10069;ITAU;207;655806,73
202311;2;AL;30379;SANTANDER;131;598526,62
202311;2;AL;51011;VOTORANTIM;11;59776,94
202311;2;AM;49906;BB;39;335505,95
202311;2;AM;17351180;BCO TRIANGULO S.A.;45;59796,08
202311;2;AM;10045;BRADESCO;220;2070113,43
202311;2;AM;49944;BTG PACTUAL;5;10765,69
202311;2;AM;52072;C6 BANK;126;382270,37
202311;2;AM;51626;CAIXA ECONÔMICA FEDERAL;100;269611,13
202311;2;AM;51884;INTER;28;103757,55
202311;2;AM;10069;ITAU;199;615773,35
202311;2;AM;30379;SANTANDER;225;1314753,57
202311;2;AM;51011;VOTORANTIM;21;151743,64
202311;2;AP;49906;BB;37;410010,97
202311;2;AP;17351180;BCO TRIANGULO S.A.;1;1432,61
202311;2;AP;10045;BRADESCO;11;120765,60
202311;2;AP;49944;BTG PACTUAL;1;5957,15
202311;2;AP;52072;C6 BANK;22;34295,96
202311;2;AP;51626;CAIXA ECONÔMICA FEDERAL;41;143356,61
202311;2;AP;51884;INTER;15;47097,86
202311;2;AP;10069;ITAU;16;23567,86
202311;2;AP;30379;SANTANDER;37;334132,86
202311;2;AP;51011;VOTORANTIM;2;9300,25
202311;2;BA;49906;BB;197;1399437,47
202311;2;BA;17351180;BCO TRIANGULO S.A.;75;103936,62
202311;2;BA;10045;BRADESCO;441;2660580,04
202311;2;BA;49944;BTG PACTUAL;21;63199,03
202311;2;BA;52072;C6 BANK;550;1178490,55
202311;2;BA;51626;CAIXA ECONÔMICA FEDERAL;653;1300970,87
202311;2;BA;51884;INTER;145;575920,10
202311;2;BA;10069;ITAU;1044;2719086,68
202311;2;BA;30379;SANTANDER;1020;4497180,65
202311;2;BA;51011;VOTORANTIM;41;196234,41
202311;2;CE;49906;BB;141;1312416,22
202311;2;CE;17351180;BCO TRIANGULO S.A.;35;30105,15
202311;2;CE;10045;BRADESCO;282;2512121,03
202311;2;CE;49944;BTG PACTUAL;8;11784,63
202311;2;CE;52072;C6 BANK;346;679109,42
202311;2;CE;51626;CAIXA ECONÔMICA FEDERAL;371;880279,87
202311;2;CE;51884;INTER;86;395965,13
202311;2;CE;10069;ITAU;470;1416955,47
202311;2;CE;30379;SANTANDER;528;2567564,19
202311;2;CE;51011;VOTORANTIM;43;266727,36
202311;2;DF;49906;BB;66;1119605,77
202311;2;DF;17351180;BCO TRIANGULO S.A.;10;17945,30
202311;2;DF;10045;BRADESCO;114;717860,09
202311;2;DF;49944;BTG PACTUAL;5;20722,71
202311;2;DF;52072;C6 BANK;235;965901,05
202311;2;DF;51626;CAIXA ECONÔMICA FEDERAL;262;977483,32
202311;2;DF;51884;INTER;70;365009,68
202311;2;DF;10069;ITAU;352;1042719,23
202311;2;DF;30379;SANTANDER;262;1620626,51
202311;2;DF;51011;VOTORANTIM;20;172275,20
202311;2;ES;49906;BB;30;250093,33
202311;2;ES;17351180;BCO TRIANGULO S.A.;10;6454,28
202311;2;ES;10045;BRADESCO;78;428788,91
202311;2;ES;49944;BTG PACTUAL;1;1189,20
202311;2;ES;52072;C6 BANK;124;238291,05
202311;2;ES;51626;CAIXA ECONÔMICA FEDERAL;157;210842,14
202311;2;ES;51884;INTER;62;264030,15
202311;2;ES;10069;ITAU;213;445817,67
202311;2;ES;30379;SANTANDER;188;948481,39
202311;2;ES;51011;VOTORANTIM;20;96918,20
202311;2;GO;49906;BB;123;1130113,80
202311;2;GO;17351180;BCO TRIANGULO S.A.;15;18658,60
202311;2;GO;10045;BRADESCO;238;2275879,41
202311;2;GO;49944;BTG PACTUAL;10;35993,32
202311;2;GO;52072;C6 BANK;340;880822,32
202311;2;GO;51626;CAIXA ECONÔMICA FEDERAL;506;1251730,51
202311;2;GO;51884;INTER;91;440500,57
202311;2;GO;10069;ITAU;480;1401114,80
202311;2;GO;30379;SANTANDER;399;2377147,06
202311;2;GO;51011;VOTORANTIM;39;377405,92
202311;2;MA;49906;BB;186;1710105,59
202311;2;MA;17351180;BCO TRIANGULO S.A.;19;45904,76
202311;2;MA;10045;BRADESCO;129;736847,57
202311;2;MA;49944;BTG PACTUAL;2;10260,60
202311;2;MA;52072;C6 BANK;114;157173,11
202311;2;MA;51626;CAIXA ECONÔMICA FEDERAL;178;414607,93
202311;2;MA;51884;INTER;34;133276,22
202311;2;MA;10069;ITAU;187;514496,06
202311;2;MA;30379;SANTANDER;178;919776,72
202311;2;MA;51011;VOTORANTIM;20;151518,60
202311;2;MG;49906;BB;208;1836039,75
202311;2;MG;17351180;BCO TRIANGULO S.A.;67;68714,97
202311;2;MG;10045;BRADESCO;456;2966574,36
202311;2;MG;49944;BTG PACTUAL;22;120090,75
202311;2;MG;52072;C6 BANK;814;2002961,74
202311;2;MG;51626;CAIXA ECONÔMICA FEDERAL;862;1729848,72
202311;2;MG;51884;INTER;379;1481075,04
202311;2;MG;10069;ITAU;1336;3639817,90
202311;2;MG;30379;SANTANDER;1257;7082515,06
202311;2;MG;51011;VOTORANTIM;151;1133740,73
202311;2;MS;49906;BB;73;1014757,06
202311;2;MS;17351180;BCO TRIANGULO S.A.;20;21338,36
202311;2;MS;10045;BRADESCO;134;1321887,69
202311;2;MS;49944;BTG PACTUAL;1;924,35
202311;2;MS;52072;C6 BANK;111;194039,65
202311;2;MS;51626;CAIXA ECONÔMICA FEDERAL;138;267038,88
202311;2;MS;51884;INTER;27;154824,38
202311;2;MS;10069;ITAU;149;331917,83
202311;2;MS;30379;SANTANDER;242;1598598,67
202311;2;MS;51011;VOTORANTIM;45;407610,60
202311;2;MT;49906;BB;87;755686,00
202311;2;MT;17351180;BCO TRIANGULO S.A.;14;18341,79
202311;2;MT;10045;BRADESCO;124;993158,65
202311;2;MT;49944;BTG PACTUAL;3;20915,15
202311;2;MT;52072;C6 BANK;106;305713,06
202311;2;MT;51626;CAIXA ECONÔMICA FEDERAL;142;333055,39
202311;2;MT;51884;INTER;52;290608,31
202311;2;MT;10069;ITAU;133;371419,39
202311;2;MT;30379;SANTANDER;193;1092414,50
202311;2;MT;51011;VOTORANTIM;36;326782,66
202311;2;PA;49906;BB;132;1175904,83
202311;2;PA;17351180;BCO TRIANGULO S.A.;62;64005,87
202311;2;PA;10045;BRADESCO;217;1763982,19
202311;2;PA;49944;BTG PACTUAL;7;17878,90
202311;2;PA;52072;C6 BANK;269;483623,52
202311;2;PA;51626;CAIXA ECONÔMICA FEDERAL;247;434605,56
202311;2;PA;51884;INTER;61;192313,13
202311;2;PA;10069;ITAU;281;844919,45
202311;2;PA;30379;SANTANDER;286;1333338,74
202311;2;PA;51011;VOTORANTIM;37;423858,20
202311;2;PB;49906;BB;56;360557,43
202311;2;PB;17351180;BCO TRIANGULO S.A.;26;20088,18
202311;2;PB;10045;BRADESCO;147;1190671,77
202311;2;PB;49944;BTG PACTUAL;4;4789,13
202311;2;PB;52072;C6 BANK;126;418414,90
202311;2;PB;51626;CAIXA ECONÔMICA FEDERAL;166;232472,92
202311;2;PB;51884;INTER;41;132986,99
202311;2;PB;10069;ITAU;234;714681,75
202311;2;PB;30379;SANTANDER;178;1035790,78
202311;2;PB;51011;VOTORANTIM;26;142863,83
202311;2;PE;49906;BB;103;887118,90
202311;2;PE;17351180;BCO TRIANGULO S.A.;59;53166,30
202311;2;PE;10045;BRADESCO;305;2178839,98
202311;2;PE;49944;BTG PACTUAL;13;27768,01
202311;2;PE;52072;C6 BANK;393;721151,39
202311;2;PE;51626;CAIXA ECONÔMICA FEDERAL;261;460315,26
202311;2;PE;51884;INTER;94;418847,12
202311;2;PE;10069;ITAU;623;1898841,61
202311;2;PE;30379;SANTANDER;529;2439623,31
202311;2;PE;51011;VOTORANTIM;40;245139,50
202311;2;PI;49906;BB;82;533817,54
202311;2;PI;17351180;BCO TRIANGULO S.A.;5;7146,10
202311;2;PI;10045;BRADESCO;48;395543,96
202311;2;PI;49944;BTG PACTUAL;2;6094,10
202311;2;PI;52072;C6 BANK;84;93190,91
202311;2;PI;51626;CAIXA ECONÔMICA FEDERAL;180;510296,72
202311;2;PI;51884;INTER;27;95578,56
202311;2;PI;10069;ITAU;88;244772,31
202311;2;PI;30379;SANTANDER;124;520202,84
202311;2;PI;51011;VOTORANTIM;17;155644,60
202311;2;PR;49906;BB;141;1212108,87
202311;2;PR;17351180;BCO TRIANGULO S.A.;35;70044,62
202311;2;PR;10045;BRADESCO;368;3284376,37
202311;2;PR;49944;BTG PACTUAL;7;36603,63
202311;2;PR;52072;C6 BANK;778;1922312,06
202311;2;PR;51626;CAIXA ECONÔMICA FEDERAL;669;2020278,44
202311;2;PR;51884;INTER;121;503171,97
202311;2;PR;10069;ITAU;872;2245079,27
202311;2;PR;30379;SANTANDER;662;3937176,62
202311;2;PR;51011;VOTORANTIM;107;757300,38
202311;2;RJ;49906;BB;147;1619033,71
202311;2;RJ;17351180;BCO TRIANGULO S.A.;74;127610,20
202311;2;RJ;10045;BRADESCO;914;7132023,40
202311;2;RJ;49944;BTG PACTUAL;34;190950,94
202311;2;RJ;52072;C6 BANK;1165;2385208,90
202311;2;RJ;51626;CAIXA ECONÔMICA FEDERAL;731;1470589,12
202311;2;RJ;51884;INTER;188;934979,80
202311;2;RJ;10069;ITAU;2429;5797140,53
202311;2;RJ;30379;SANTANDER;1708;10288435,96
202311;2;RJ;51011;VOTORANTIM;125;1122971,35
202311;2;RN;49906;BB;71;838875,11
202311;2;RN;17351180;BCO TRIANGULO S.A.;32;26501,14
202311;2;RN;10045;BRADESCO;63;310311,84
202311;2;RN;49944;BTG PACTUAL;10;22151,32
202311;2;RN;52072;C6 BANK;136;170235,40
202311;2;RN;51626;CAIXA ECONÔMICA FEDERAL;107;248190,85
202311;2;RN;51884;INTER;45;159359,28
202311;2;RN;10069;ITAU;187;541732,94
202311;2;RN;30379;SANTANDER;144;651163,03
202311;2;RN;51011;VOTORANTIM;24;125885,25
202311;2;RO;49906;BB;42;443167,08
202311;2;RO;17351180;BCO TRIANGULO S.A.;5;9303,19
202311;2;RO;10045;BRADESCO;38;228097,66
202311;2;RO;49944;BTG PACTUAL;1;2725,76
202311;2;RO;52072;C6 BANK;37;90243,39
202311;2;RO;51626;CAIXA ECONÔMICA FEDERAL;75;83529,55
202311;2;RO;51884;INTER;17;76151,70
202311;2;RO;10069;ITAU;34;100168,02
202311;2;RO;30379;SANTANDER;89;455191,48
202311;2;RO;51011;VOTORANTIM;12;90917,96
202311;2;RR;49906;BB;19;249489,73
202311;2;RR;17351180;BCO TRIANGULO S.A.;3;2028,29
202311;2;RR;10045;BRADESCO;9;65391,78
202311;2;RR;49944;BTG PACTUAL;5;11826,78
202311;2;RR;52072;C6 BANK;15;40515,82
202311;2;RR;51626;CAIXA ECONÔMICA FEDERAL;21;75337,84
202311;2;RR;51884;INTER;5;44260,87
202311;2;RR;10069;ITAU;15;19485,59
202311;2;RR;30379;SANTANDER;18;98914,50
202311;2;RR;51011;VOTORANTIM;1;3745,09
202311;2;RS;49906;BB;100;1681210,30
202311;2;RS;17351180;BCO TRIANGULO S.A.;52;57927,45
202311;2;RS;10045;BRADESCO;187;1496754,08
202311;2;RS;49944;BTG PACTUAL;13;66051,30
202311;2;RS;52072;C6 BANK;355;891683,03
202311;2;RS;51626;CAIXA ECONÔMICA FEDERAL;592;1136205,08
202311;2;RS;51884;INTER;84;393777,35
202311;2;RS;10069;ITAU;732;1801486,81
202311;2;RS;30379;SANTANDER;660;3751442,36
202311;2;RS;51011;VOTORANTIM;77;483055,99
202311;2;SC;49906;BB;105;890114,69
202311;2;SC;17351180;BCO TRIANGULO S.A.;40;58541,84
202311;2;SC;10045;BRADESCO;209;1578109,89
202311;2;SC;49944;BTG PACTUAL;13;47625,13
202311;2;SC;52072;C6 BANK;393;966670,30
202311;2;SC;51626;CAIXA ECONÔMICA FEDERAL;396;1047962,53
202311;2;SC;51884;INTER;58;193912,96
202311;2;SC;10069;ITAU;491;1257783,03
202311;2;SC;30379;SANTANDER;297;2145885,34
202311;2;SC;51011;VOTORANTIM;99;623248,86
202311;2;SE;49906;BB;26;140396,66
202311;2;SE;13009717;BCO DO EST. DE SE S.A.;29;165443,79
202311;2;SE;17351180;BCO TRIANGULO S.A.;5;2039,52
202311;2;SE;10045;BRADESCO;15;68256,48
202311;2;SE;49944;BTG PACTUAL;1;2003,07
202311;2;SE;52072;C6 BANK;72;201542,52
202311;2;SE;51626;CAIXA ECONÔMICA FEDERAL;94;175817,40
202311;2;SE;51884;INTER;15;81706,59
202311;2;SE;10069;ITAU;98;255454,30
202311;2;SE;30379;SANTANDER;69;300109,54
202311;2;SE;51011;VOTORANTIM;14;97828,86
202311;2;SP;49906;BB;463;4903590,67
202311;2;SP;17351180;BCO TRIANGULO S.A.;133;168070,50
202311;2;SP;10045;BRADESCO;2376;19236375,00
202311;2;SP;49944;BTG PACTUAL;85;338998,35
202311;2;SP;52072;C6 BANK;3133;6975772,95
202311;2;SP;51626;CAIXA ECONÔMICA FEDERAL;1874;3502627,25
202311;2;SP;51884;INTER;631;2988343,32
202311;2;SP;10069;ITAU;5388;14279426,01
202311;2;SP;30379;SANTANDER;4658;27525603,93
202311;2;SP;51011;VOTORANTIM;480;2849808,79
202311;2;TO;49906;BB;42;309683,55
202311;2;TO;17351180;BCO TRIANGULO S.A.;6;8814,47
202311;2;TO;10045;BRADESCO;31;203013,39
202311;2;TO;49944;BTG PACTUAL;1;14408,27
202311;2;TO;52072;C6 BANK;28;46493,47
202311;2;TO;51626;CAIXA ECONÔMICA FEDERAL;52;120536,63
202311;2;TO;51884;INTER;18;90385,01
202311;2;TO;10069;ITAU;25;67910,03
202311;2;TO;30379;SANTANDER;55;317432,28
202311;2;TO;51011;VOTORANTIM;11;135896,25
202312;1;AC;49906;BB;168;218366,98
202312;1;AC;30290;BMG;23;55347,39
202312;1;AC;10045;BRADESCO;13;11729,93
202312;1;AC;31976;BRB;1;309,11
202312;1;AC;49944;BTG PACTUAL;178;290720,19
202312;1;AC;52072;C6 BANK;7;9585,25
202312;1;AC;51626;CAIXA ECONÔMICA FEDERAL;161;172794,58
202312;1;AC;51884;INTER;124;170319,45
202312;1;AC;10069;ITAU;26;29790,32
202312;1;AC;52058;NUBANK;293;349300,15
202312;1;AC;30379;SANTANDER;68;68202,04
202312;1;AC;3632872;SICOOB CREDISUL;1;747,02
202312;1;AC;51011;VOTORANTIM;3;2026,80
202312;1;AL;51750;BANCO SICOOB;4;4302,43
202312;1;AL;49906;BB;217;262643,41
202312;1;AL;30290;BMG;142;189670,00
202312;1;AL;10045;BRADESCO;75;75048,97
202312;1;AL;31976;BRB;10;16904,74
202312;1;AL;49944;BTG PACTUAL;519;627133,03
202312;1;AL;52072;C6 BANK;48;45305,72
202312;1;AL;51626;CAIXA ECONÔMICA FEDERAL;409;423211,82
202312;1;AL;51884;INTER;496;604294,97
202312;1;AL;10069;ITAU;126;123071,11
202312;1;AL;52058;NUBANK;631;581609,70
202312;1;AL;30379;SANTANDER;132;155671,02
202312;1;AL;73398646;SOC CC SICOOB COOPERE;1;708,80
202312;1;AL;51011;VOTORANTIM;8;12815,00
202312;1;AM;51750;BANCO SICOOB;7;8294,28
202312;1;AM;30173;BANRISUL;5;15191,49
202312;1;AM;49906;BB;297;399420,86
202312;1;AM;30290;BMG;187;279186,16
202312;1;AM;10045;BRADESCO;452;573913,93
202312;1;AM;31976;BRB;7;4270,64
202312;1;AM;49944;BTG PACTUAL;1090;1679363,76
202312;1;AM;52072;C6 BANK;111;129910,15
202312;1;AM;51626;CAIXA ECONÔMICA FEDERAL;639;757426,41
202312;1;AM;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;1011,10
202312;1;AM;51884;INTER;912;1236116,46
202312;1;AM;10069;ITAU;432;551886,88
202312;1;AM;52058;NUBANK;1597;1975842,83
202312;1;AM;30379;SANTANDER;416;530584,04
202312;1;AM;5203605;SICOOB AMAZÔNIA;6;17435,37
202312;1;AM;51011;VOTORANTIM;25;40393,78
202312;1;AP;51750;BANCO SICOOB;4;4268,95
202312;1;AP;30173;BANRISUL;2;5299,00
202312;1;AP;49906;BB;96;98008,95
202312;1;AP;30290;BMG;29;36189,91
202312;1;AP;10045;BRADESCO;24;23990,84
202312;1;AP;31976;BRB;1;1276,12
202312;1;AP;49944;BTG PACTUAL;124;191466,69
202312;1;AP;52072;C6 BANK;23;28490,42
202312;1;AP;51626;CAIXA ECONÔMICA FEDERAL;53;47593,92
202312;1;AP;51884;INTER;120;155783,86
202312;1;AP;10069;ITAU;45;45691,66
202312;1;AP;52058;NUBANK;186;184788,37
202312;1;AP;30379;SANTANDER;44;40458,75
202312;1;AP;51011;VOTORANTIM;1;393,56
202312;1;BA;51750;BANCO SICOOB;20;28740,77
202312;1;BA;30173;BANRISUL;4;4520,27
202312;1;BA;49906;BB;1054;1173623,06
202312;1;BA;30290;BMG;541;699056,14
202312;1;BA;10045;BRADESCO;635;732648,43
202312;1;BA;31976;BRB;28;34827,31
202312;1;BA;49944;BTG PACTUAL;2482;3285643,32
202312;1;BA;52072;C6 BANK;257;278492,15
202312;1;BA;51626;CAIXA ECONÔMICA FEDERAL;1517;1571512,36
202312;1;BA;32615247;CC SICOOB COOPEC LTDA.;3;6858,32
202312;1;BA;4174720;CC SICOOB COOPEMAR;4;2974,25
202312;1;BA;2528151;CC SICOOB CREDCOOP;1;552,06
202312;1;BA;2282165;CC SICOOB CREDICONQUISTA;2;3118,29
202312;1;BA;78825270;CCLA MAXI ALFA;1;300,39
202312;1;BA;51884;INTER;1814;2139375,53
202312;1;BA;10069;ITAU;651;755003,23
202312;1;BA;52058;NUBANK;2907;2977338,96
202312;1;BA;30379;SANTANDER;735;759578,84
202312;1;BA;73398646;SOC CC SICOOB COOPERE;13;10706,50
202312;1;BA;51011;VOTORANTIM;45;63821,15
202312;1;CE;51750;BANCO SICOOB;4;3401,60
202312;1;CE;30173;BANRISUL;7;11419,13
202312;1;CE;49906;BB;847;1009920,01
202312;1;CE;30290;BMG;386;475648,06
202312;1;CE;10045;BRADESCO;529;533109,54
202312;1;CE;31976;BRB;5;5781,73
202312;1;CE;49944;BTG PACTUAL;2178;2776043,69
202312;1;CE;8044854;C.C. DO CENTRO DO ESTADO DE RONDÔNIA;1;600,57
202312;1;CE;52072;C6 BANK;204;239329,09
202312;1;CE;51626;CAIXA ECONÔMICA FEDERAL;1203;1196611,18
202312;1;CE;86829827;CCLA DO VALE;1;1081,89
202312;1;CE;51884;INTER;1941;2244475,29
202312;1;CE;10069;ITAU;480;541460,82
202312;1;CE;52058;NUBANK;2738;2897682,66
202312;1;CE;30379;SANTANDER;632;660547,93
202312;1;CE;51011;VOTORANTIM;30;40480,60
202312;1;DF;51750;BANCO SICOOB;15;19106,13
202312;1;DF;30173;BANRISUL;3;6104,16
202312;1;DF;49906;BB;488;620778,41
202312;1;DF;30290;BMG;233;315175,57
202312;1;DF;10045;BRADESCO;94;96127,82
202312;1;DF;31976;BRB;241;322553,94
202312;1;DF;49944;BTG PACTUAL;1068;1553351,00
202312;1;DF;52072;C6 BANK;98;108616,10
202312;1;DF;51626;CAIXA ECONÔMICA FEDERAL;490;536026,06
202312;1;DF;1187961;CC DISTRITO FEDERAL E ENTORNO;4;5480,00
202312;1;DF;37079720;CCLA SICOOB CREDIJUSTRA;1;1503,14
202312;1;DF;694877;COOP SICOOB EXECUTIVO LTDA.;1;1063,17
202312;1;DF;51884;INTER;942;1266045,69
202312;1;DF;10069;ITAU;310;358856,82
202312;1;DF;52058;NUBANK;1241;1367455,59
202312;1;DF;30379;SANTANDER;308;375511,96
202312;1;DF;5856736;SICOOB EMPRESARIAL;2;4546,68
202312;1;DF;51011;VOTORANTIM;16;20629,85
202312;1;ES;51750;BANCO SICOOB;51;74348,71
202312;1;ES;30173;BANRISUL;1;4768,99
202312;1;ES;49906;BB;190;236823,41
202312;1;ES;30290;BMG;153;224492,02
202312;1;ES;10045;BRADESCO;112;122533,45
202312;1;ES;31976;BRB;3;11591,13
202312;1;ES;49944;BTG PACTUAL;753;1094954,27
202312;1;ES;52072;C6 BANK;51;61204,29
202312;1;ES;51626;CAIXA ECONÔMICA FEDERAL;418;454888,61
202312;1;ES;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;1;1426,85
202312;1;ES;51884;INTER;532;719102,78
202312;1;ES;10069;ITAU;211;290163,47
202312;1;ES;52058;NUBANK;893;978248,58
202312;1;ES;30379;SANTANDER;205;260548,01
202312;1;ES;51011;VOTORANTIM;13;19020,63
202312;1;GO;51750;BANCO SICOOB;17;22560,28
202312;1;GO;30173;BANRISUL;6;10724,12
202312;1;GO;49906;BB;388;530549,09
202312;1;GO;30290;BMG;276;371459,94
202312;1;GO;10045;BRADESCO;175;182057,07
202312;1;GO;31976;BRB;52;66164,19
202312;1;GO;49944;BTG PACTUAL;1325;1769193,11
202312;1;GO;52072;C6 BANK;165;193998,89
202312;1;GO;51626;CAIXA ECONÔMICA FEDERAL;665;692068,33
202312;1;GO;1187961;CC DISTRITO FEDERAL E ENTORNO;1;1204,87
202312;1;GO;33579731;CCLA CENTRO-SUL GOIANO;1;1115,70
202312;1;GO;2282709;COOP CENTRO NORTE BRASILEIRO;3;2921,87
202312;1;GO;51884;INTER;1018;1374449,18
202312;1;GO;10069;ITAU;524;631612,48
202312;1;GO;52058;NUBANK;1411;1518884,87
202312;1;GO;30379;SANTANDER;382;438160,98
202312;1;GO;51011;VOTORANTIM;25;37826,97
202312;1;MA;51750;BANCO SICOOB;7;12830,17
202312;1;MA;30173;BANRISUL;5;7965,38
202312;1;MA;49906;BB;734;821887,87
202312;1;MA;4913711;BCO DO EST. DO PA S.A.;1;3707,29
202312;1;MA;30290;BMG;131;162143,36
202312;1;MA;10045;BRADESCO;209;233488,26
202312;1;MA;31976;BRB;6;3463,75
202312;1;MA;49944;BTG PACTUAL;781;1024136,81
202312;1;MA;52072;C6 BANK;73;75834,87
202312;1;MA;51626;CAIXA ECONÔMICA FEDERAL;408;489358,95
202312;1;MA;51884;INTER;635;712372,86
202312;1;MA;10069;ITAU;173;202072,55
202312;1;MA;52058;NUBANK;1160;1174630,27
202312;1;MA;30379;SANTANDER;261;254960,32
202312;1;MA;51011;VOTORANTIM;12;18199,78
202312;1;MG;51750;BANCO SICOOB;152;209794,28
202312;1;MG;30173;BANRISUL;10;17523,75
202312;1;MG;49906;BB;1093;1449758,01
202312;1;MG;30290;BMG;1117;1581576,11
202312;1;MG;10045;BRADESCO;588;697844,21
202312;1;MG;31976;BRB;13;16618,55
202312;1;MG;49944;BTG PACTUAL;3512;5081898,10
202312;1;MG;52072;C6 BANK;415;499668,86
202312;1;MG;51626;CAIXA ECONÔMICA FEDERAL;2541;2947240,13
202312;1;MG;66398496;CC CREDIARA LTDA.;2;1789,09
202312;1;MG;68512748;CC CREDIESMERALDAS LTDA.;1;389,70
202312;1;MG;65239402;CC UNIÃO DO CENTRO OESTE DE MINAS;3;4418,24
202312;1;MG;14046512;CCLA MARGEM ESQUERDA DO URUCUI;4;4417,57
202312;1;MG;1736516;CCLA REG. CTR. E OESTE MINEIRO;2;3494,47
202312;1;MG;7026923;CCLA SICOOB ARENITO PARANÁ / SÃO PAULO;1;336,75
202312;1;MG;1703620;CCLA UNIÃO CENTRO OESTE MINAS;6;10653,74
202312;1;MG;19402130;CECM EMPR EST HOSP BH RM ZM;1;218,31
202312;1;MG;51884;INTER;4461;5656469,84
202312;1;MG;10069;ITAU;1470;1867783,88
202312;1;MG;52058;NUBANK;4022;4709782,35
202312;1;MG;30379;SANTANDER;1146;1352196,25
202312;1;MG;51011;VOTORANTIM;57;99669,00
202312;1;MS;51750;BANCO SICOOB;15;18155,68
202312;1;MS;30173;BANRISUL;2;5689,72
202312;1;MS;49906;BB;372;488186,95
202312;1;MS;30290;BMG;156;235736,99
202312;1;MS;10045;BRADESCO;235;288268,72
202312;1;MS;31976;BRB;3;4762,67
202312;1;MS;49944;BTG PACTUAL;858;1200988,13
202312;1;MS;52072;C6 BANK;94;122681,09
202312;1;MS;51626;CAIXA ECONÔMICA FEDERAL;586;672756,66
202312;1;MS;51884;INTER;495;639647,56
202312;1;MS;10069;ITAU;169;225982,86
202312;1;MS;52058;NUBANK;1067;1192070,50
202312;1;MS;30379;SANTANDER;258;285671,07
202312;1;MS;51011;VOTORANTIM;15;23582,21
202312;1;MT;51750;BANCO SICOOB;22;37635,55
202312;1;MT;30173;BANRISUL;6;13306,29
202312;1;MT;49906;BB;440;633698,50
202312;1;MT;30290;BMG;221;357157,13
202312;1;MT;10045;BRADESCO;184;259123,68
202312;1;MT;31976;BRB;7;6220,97
202312;1;MT;49944;BTG PACTUAL;896;1438350,78
202312;1;MT;52072;C6 BANK;101;141972,83
202312;1;MT;51626;CAIXA ECONÔMICA FEDERAL;405;585583,27
202312;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;2;4918,32
202312;1;MT;23623636;CCLA NORTE DE MATO GROSSO - SICOOB NORTE MT;4;5862,45
202312;1;MT;51884;INTER;559;820279,38
202312;1;MT;10069;ITAU;172;240748,84
202312;1;MT;52058;NUBANK;984;1390496,29
202312;1;MT;30379;SANTANDER;254;339735,70
202312;1;MT;3632872;SICOOB CREDISUL;7;11966,49
202312;1;MT;51011;VOTORANTIM;21;24728,75
202312;1;PA;51750;BANCO SICOOB;4;7292,23
202312;1;PA;30173;BANRISUL;2;1998,13
202312;1;PA;49906;BB;636;697302,20
202312;1;PA;4913711;BCO DO EST. DO PA S.A.;20;56875,66
202312;1;PA;30290;BMG;223;292755,85
202312;1;PA;10045;BRADESCO;282;288020,91
202312;1;PA;31976;BRB;5;7582,91
202312;1;PA;49944;BTG PACTUAL;1261;1562117,29
202312;1;PA;52072;C6 BANK;166;208901,35
202312;1;PA;51626;CAIXA ECONÔMICA FEDERAL;598;544607,56
202312;1;PA;37079720;CCLA SICOOB CREDIJUSTRA;1;860,71
202312;1;PA;51884;INTER;1128;1303863,39
202312;1;PA;10069;ITAU;369;428671,30
202312;1;PA;52058;NUBANK;1741;1661909,42
202312;1;PA;30379;SANTANDER;409;389309,91
202312;1;PA;51011;VOTORANTIM;28;31504,23
202312;1;PB;51750;BANCO SICOOB;6;8695,24
202312;1;PB;30173;BANRISUL;3;1519,61
202312;1;PB;49906;BB;358;446856,17
202312;1;PB;30290;BMG;166;222991,84
202312;1;PB;10045;BRADESCO;180;191845,09
202312;1;PB;31976;BRB;38;47755,80
202312;1;PB;49944;BTG PACTUAL;880;1174553,72
202312;1;PB;52072;C6 BANK;64;71425,60
202312;1;PB;51626;CAIXA ECONÔMICA FEDERAL;540;561652,96
202312;1;PB;51884;INTER;671;826401,07
202312;1;PB;10069;ITAU;159;201946,85
202312;1;PB;52058;NUBANK;1054;1212949,82
202312;1;PB;30379;SANTANDER;201;213955,83
